Zip Code,Year,ZBP_Total_Establishments,ZBP_Total_Employees,ZBP_Annual_Payroll_Thousands
92320,2010,141,1495,34180
92316,2010,338,5363,208851
92331,2010,6,0,0
92341,2010,10,0,1050
92345,2010,920,8150,201834
92358,2010,11,93,3204
92374,2010,734,15389,480421
92315,2010,380,4678,98051
92337,2010,556,13587,596138
92344,2010,80,397,12974
92317,2010,71,418,9633
92321,2010,27,0,0
92332,2010,2,0,0
92366,2010,5,132,13804
92313,2010,188,1585,59206
92359,2010,78,606,19984
92375,2010,19,0,6234
92376,2010,650,8881,286151
92325,2010,133,991,21073
92346,2010,444,0,0
92368,2010,13,332,13447
92363,2010,109,1133,28204
92326,2010,7,29,554
92364,2010,6,64,2105
92377,2010,127,2744,115727
92382,2010,83,830,12135
92392,2010,853,11984,353028
92334,2010,24,262,9201
92369,2010,9,97,2116
92378,2010,37,213,8381
92384,2010,8,40,1017
92308,2010,357,3644,87666
92311,2010,508,6338,147101
92322,2010,13,21,443
92327,2010,9,0,0
92365,2010,24,134,4041
92386,2010,13,48,1440
92389,2010,2,0,0
92373,2010,1171,15776,674954
92385,2010,12,0,0
92328,2010,8,451,9907
92336,2010,478,6809,213473
92309,2010,27,406,8187
92323,2010,2,0,0
93276,2010,10,474,39370
93279,2010,27,360,15479
93290,2010,9,0,0
93247,2010,166,2235,57526
93257,2010,902,12960,398184
93263,2010,191,3498,131385
93272,2010,37,804,32253
93282,2010,1,0,0
93283,2010,15,43,1330
93277,2010,1001,16455,493442
93274,2010,955,12551,445032
93280,2010,167,1969,50567
93291,2010,1220,18849,747078
93266,2010,6,47,1478
93302,2010,22,186,7730
93303,2010,13,62,2630
93254,2010,10,31,1088
93286,2010,78,670,20042
93301,2010,1428,20151,781460
93305,2010,415,5318,215598
93249,2010,32,1401,52328
93285,2010,25,310,3300
93292,2010,548,4945,147187
93306,2010,535,6680,162317
93226,2010,1,0,0
93227,2010,22,208,9953
93232,2010,15,299,9379
93239,2010,25,466,12108
93255,2010,3,0,0
93275,2010,15,454,23627
93307,2010,640,11518,395602
93308,2010,1397,23808,1077151
93244,2010,7,0,0
93251,2010,18,233,13772
93256,2010,35,245,9575
93258,2010,12,149,4821
93265,2010,49,131,3402
93234,2010,55,295,11709
93240,2010,139,1058,28911
93242,2010,15,34,1437
93246,2010,16,218,9288
93250,2010,73,974,35275
93270,2010,40,841,26451
93309,2010,1517,22590,919964
93230,2010,1032,13770,468266
93530,2010,1,0,0
93458,2010,360,3725,125678
93531,2010,14,370,14919
93554,2010,3,71,1164
93522,2010,1,0,0
93523,2010,29,795,69216
93513,2010,19,89,1595
93429,2010,3,0,0
93446,2010,1191,11950,396535
93268,2010,223,3236,152774
93278,2010,14,336,11184
93304,2010,659,7835,163345
93241,2010,88,1518,54181
93271,2010,67,286,7496
93243,2010,57,1245,35709
93542,2010,3,0,0
93545,2010,47,456,11776
93551,2010,775,10269,248798
93461,2010,8,34,930
93475,2010,4,38,565
93541,2010,27,102,4301
93543,2010,74,472,12602
93615,2010,24,545,18203
93456,2010,55,680,25197
93464,2010,21,134,3249
93483,2010,9,22,639
93518,2010,8,21,447
93539,2010,16,152,5442
93515,2010,11,138,6471
93526,2010,10,21,330
93552,2010,126,1933,49865
93599,2010,4,0,0
93463,2010,323,3358,112728
93604,2010,20,261,6990
93501,2010,104,1680,89144
93502,2010,4,0,0
93510,2010,142,932,27208
93519,2010,1,0,0
93527,2010,24,109,2748
93544,2010,9,76,1368
93555,2010,489,5957,208217
93605,2010,5,0,0
93607,2010,2,0,0
93609,2010,53,502,18886
93610,2010,188,1899,57573
93455,2010,833,9638,357344
93532,2010,31,294,8759
93611,2010,612,5170,159257
93465,2010,283,2494,111147
93504,2010,4,0,0
93512,2010,5,12,308
93516,2010,28,814,45085
93549,2010,12,187,6484
93556,2010,8,44,1563
93505,2010,72,400,10994
93536,2010,495,6908,188212
93546,2010,443,5446,144195
93612,2010,975,15543,505229
93460,2010,172,2543,87061
93550,2010,706,9407,376721
93553,2010,16,52,1490
93558,2010,1,0,0
93529,2010,34,0,6476
93560,2010,108,903,21960
93524,2010,46,1499,120882
93561,2010,417,3327,91013
93613,2010,18,0,0
93614,2010,121,590,14115
93584,2010,4,0,235
93517,2010,36,0,4281
93535,2010,442,7305,205315
93562,2010,19,767,50011
93563,2010,4,47,764
93586,2010,3,12,110
93601,2010,32,138,3275
93457,2010,15,226,15312
93514,2010,424,3674,117112
93534,2010,1255,20190,773280
93590,2010,3,0,0
93606,2010,9,123,7726
93608,2010,9,0,511
93581,2010,7,0,0
93591,2010,33,198,6344
93592,2010,1,0,0
93596,2010,1,0,0
93602,2010,63,512,17448
93603,2010,4,0,0
93311,2010,475,8022,424497
93380,2010,19,302,17858
93426,2010,21,0,1611
93428,2010,223,1449,31927
93434,2010,47,493,16728
93388,2010,9,0,0
93424,2010,38,520,14613
93442,2010,380,3032,71336
93421,2010,18,151,3587
93423,2010,28,0,10316
93435,2010,2,0,0
93403,2010,23,141,4949
93436,2010,677,6616,192951
93441,2010,85,831,33421
93389,2010,22,0,9175
93312,2010,674,8939,301173
93313,2010,619,11598,451201
93383,2010,2,0,0
93314,2010,241,1714,65184
93384,2010,12,90,5906
93407,2010,5,2485,26519
93438,2010,11,49,1610
93447,2010,41,376,24455
93449,2010,368,3750,87755
93402,2010,251,1494,38662
93427,2010,224,2077,71926
93450,2010,18,189,13305
93408,2010,4,49,1540
93422,2010,773,8425,265807
93432,2010,18,95,2038
93448,2010,13,60,1725
93453,2010,38,258,10567
93430,2010,85,341,8065
93440,2010,28,0,3668
93451,2010,62,284,7942
93385,2010,4,0,0
93390,2010,19,40,987
93405,2010,399,4751,134448
93409,2010,3,202,5547
93437,2010,65,3996,316859
93412,2010,6,15,803
93452,2010,32,376,8607
93443,2010,7,67,2455
93386,2010,8,54,415
93406,2010,42,345,10255
93454,2010,1207,16472,570851
93420,2010,747,6098,204096
93433,2010,339,2534,86575
93444,2010,277,1885,66177
93445,2010,76,367,12890
94110,2010,1720,20118,864496
93930,2010,203,2310,85196
93774,2010,1,0,0
93741,2010,1,0,0
94002,2010,664,6936,352852
93750,2010,1,0,0
94013,2010,4,0,0
94014,2010,578,8082,397752
93660,2010,23,1102,97258
93670,2010,2,0,0
93639,2010,13,424,22688
93387,2010,6,0,0
93401,2010,1973,26173,1205577
94111,2010,2464,52423,5563472
94102,2010,1539,27185,1090862
94104,2010,1981,36082,4974120
94107,2010,2118,38628,2705874
94108,2010,1682,23234,1517512
94105,2010,2038,80369,9142865
94109,2010,1643,23368,1124935
94083,2010,17,170,8777
94088,2010,22,0,0
94115,2010,1143,16913,1011084
94086,2010,869,19732,2202926
94101,2010,30,1429,143084
94103,2010,2635,46325,2682329
94085,2010,707,27741,2316546
94087,2010,1054,9339,318763
94116,2010,593,5655,263258
94089,2010,575,41742,6102942
94117,2010,824,11357,443372
94112,2010,755,5039,163029
94114,2010,928,6954,264942
93737,2010,4,0,94
93755,2010,7,0,0
93888,2010,2,0,0
93920,2010,50,1080,28962
93924,2010,233,1218,35150
93724,2010,4,24,1280
93740,2010,18,666,8567
93901,2010,1311,18835,986779
93926,2010,88,688,29925
93725,2010,556,12860,550436
93771,2010,3,0,0
93912,2010,25,124,4903
93921,2010,317,2619,79666
93922,2010,27,183,11311
93772,2010,3,0,0
93928,2010,6,165,6998
93907,2010,383,4254,137338
93915,2010,4,4,311
93932,2010,4,14,315
93730,2010,66,484,19235
93775,2010,3,0,0
93933,2010,303,2830,83276
93960,2010,135,1120,35937
93776,2010,1,0,0
93902,2010,29,0,0
93940,2010,1786,25559,1130422
93962,2010,11,36,1438
93723,2010,58,272,9204
93744,2010,9,32,414
93777,2010,2,0,0
93778,2010,1,0,0
93779,2010,2,0,0
93908,2010,289,2551,97902
93727,2010,1139,16814,594765
93786,2010,3,0,0
93923,2010,531,4063,161285
93745,2010,11,256,9922
93790,2010,4,0,0
93925,2010,20,104,7777
93944,2010,8,0,0
93791,2010,2,0,0
94005,2010,299,7186,608280
94010,2010,2047,28063,1549133
93747,2010,7,22,514
93792,2010,3,0,0
93905,2010,375,3627,110929
93906,2010,589,8120,241270
93927,2010,110,617,23104
93953,2010,87,2060,96001
93954,2010,1,0,0
93955,2010,551,6084,179086
93729,2010,28,197,6109
93793,2010,1,0,0
93942,2010,26,288,11290
93943,2010,11,91,3089
93950,2010,436,3103,101392
93728,2010,286,3145,104447
93794,2010,3,0,0
93726,2010,691,10783,397224
94060,2010,47,376,15980
94011,2010,18,77,3126
94027,2010,154,1443,79226
94038,2010,47,348,14321
94043,2010,1119,40944,5831940
94062,2010,618,4909,292722
94028,2010,181,1327,69299
94061,2010,523,3466,118016
94066,2010,904,11427,637112
94021,2010,9,53,1119
94023,2010,16,88,4614
94037,2010,66,223,16365
94042,2010,7,0,0
94070,2010,1323,13868,839538
94022,2010,843,6989,409878
94025,2010,1590,27742,2995884
94044,2010,529,3367,108772
94019,2010,418,3820,125509
94030,2010,486,4576,132772
94063,2010,1471,26152,2183997
94024,2010,422,2305,120247
94039,2010,5,148,2293
94080,2010,2061,51143,4548584
94016,2010,1,0,0
94017,2010,7,146,5740
94026,2010,25,0,3097
94074,2010,8,18,570
94035,2010,57,1161,87530
94040,2010,993,14058,868017
94018,2010,74,350,13316
94064,2010,24,280,5173
94015,2010,807,10904,452224
94041,2010,462,6959,686782
94065,2010,377,16040,2057471
94020,2010,25,0,4743
93646,2010,54,792,17158
93649,2010,3,15,545
93651,2010,40,233,4643
93662,2010,380,5765,188447
93666,2010,5,16,251
93704,2010,659,6321,275934
93621,2010,5,0,557
93628,2010,4,0,542
93641,2010,3,0,150
93650,2010,102,3006,79774
93623,2010,6,230,7287
93642,2010,3,0,175
93667,2010,20,98,3716
93622,2010,92,943,45888
93675,2010,17,59,1297
93661,2010,1,0,0
93712,2010,1,0,0
93714,2010,2,0,0
93107,2010,2,0,0
93219,2010,31,155,4933
93210,2010,164,2138,57099
94536,2010,875,6067,199690
93673,2010,9,0,0
93702,2010,320,3704,107962
93630,2010,171,1517,48140
93643,2010,42,193,9028
93620,2010,72,421,10109
93624,2010,16,216,11136
93711,2010,1485,16638,677351
93633,2010,10,0,0
93648,2010,58,1261,40873
93640,2010,69,514,17809
93616,2010,19,378,15648
93625,2010,111,2133,73551
93634,2010,12,376,4906
93715,2010,1,0,0
93720,2010,1357,23173,938810
93626,2010,31,1266,54658
93631,2010,269,3863,134567
93668,2010,10,54,2048
93706,2010,602,12938,456476
93716,2010,2,0,0
93619,2010,238,892,29493
93635,2010,437,4847,185004
93652,2010,3,4,229
93657,2010,383,3552,119700
93664,2010,60,228,7349
93665,2010,7,31,825
93701,2010,220,4029,271937
93717,2010,1,0,0
93718,2010,2,0,0
93721,2010,640,14993,629180
93653,2010,9,0,1968
93669,2010,6,18,997
93705,2010,207,1857,49796
93647,2010,60,420,13116
93722,2010,1028,11741,376027
93708,2010,4,6,197
93618,2010,295,5480,178991
93636,2010,97,615,37720
93637,2010,614,11311,337488
93638,2010,422,6150,259079
93644,2010,324,2694,92109
93654,2010,382,4810,149933
93709,2010,1,0,0
93703,2010,469,6390,205986
93710,2010,1326,17898,507024
93645,2010,4,0,0
93627,2010,6,137,8339
93656,2010,51,348,13462
93707,2010,1,0,0
93101,2010,1996,20634,906722
93117,2010,1081,20274,1137550
93109,2010,267,1632,52219
93111,2010,489,6295,337625
93062,2010,17,158,3769
93044,2010,7,406,3503
93067,2010,51,188,4880
93106,2010,9,0,0
93110,2010,321,3034,176201
93160,2010,10,30,982
93199,2010,1,0,0
93201,2010,3,0,0
93032,2010,14,102,5005
93060,2010,459,4378,158228
93105,2010,1056,13053,616557
93204,2010,47,634,14990
93205,2010,6,20,383
93034,2010,5,0,409
93103,2010,639,6129,252365
93064,2010,3,0,0
93066,2010,89,623,19423
93108,2010,545,5584,253616
93212,2010,122,1525,42684
93035,2010,243,1381,44173
93063,2010,1060,11067,422389
93065,2010,1820,22291,896210
93215,2010,400,5547,165099
93033,2010,574,6744,261337
93042,2010,25,321,17010
93220,2010,16,125,8292
93221,2010,242,3012,88032
93216,2010,15,81,3970
93218,2010,13,31,1833
93222,2010,26,136,3102
93040,2010,11,107,3342
93116,2010,7,53,3101
93223,2010,71,561,16493
93043,2010,29,0,9666
93094,2010,6,0,673
93118,2010,5,13,1310
93130,2010,21,44,1152
93140,2010,15,174,8418
93150,2010,15,133,4441
93031,2010,23,371,16672
93225,2010,75,264,6749
93120,2010,4,0,0
93202,2010,22,133,3120
93206,2010,49,643,22718
93208,2010,4,25,522
93041,2010,239,2189,62403
93099,2010,3,0,0
93102,2010,19,164,5334
93224,2010,16,0,43191
93121,2010,5,20,705
93190,2010,3,6,47
93203,2010,111,4072,106175
93207,2010,8,22,1095
93036,2010,571,7642,260951
93061,2010,5,51,2347
94517,2010,178,1349,66621
94525,2010,48,0,0
94516,2010,6,0,978
94518,2010,454,4202,166048
94505,2010,73,565,22550
94509,2010,981,11411,418978
94519,2010,257,1442,41366
94520,2010,1873,39108,2138589
94526,2010,990,7772,332208
94527,2010,4,52,1170
94529,2010,2,0,0
94503,2010,237,3536,143076
94512,2010,4,53,2744
94522,2010,14,56,1713
94507,2010,393,2428,102048
94508,2010,57,0,30946
94513,2010,915,9726,463536
94521,2010,513,4275,112051
94514,2010,119,953,33461
94523,2010,1020,12597,435934
94535,2010,79,2652,105958
94528,2010,23,0,6901
94570,2010,5,0,608
94576,2010,21,192,14338
95115,2010,2,0,0
95116,2010,609,5816,266084
94933,2010,23,97,4021
94924,2010,47,255,8773
94537,2010,24,178,5151
94502,2010,257,6722,630616
94515,2010,258,2784,91188
94538,2010,2372,51768,3499401
94510,2010,832,10679,649358
94530,2010,525,5047,140503
94531,2010,350,5383,210191
94511,2010,41,182,5117
94533,2010,1307,18611,652184
94524,2010,13,311,18204
94534,2010,537,8950,432079
94506,2010,434,3112,138366
94583,2010,1889,36074,3101496
94589,2010,284,7480,391516
94572,2010,94,1158,80138
94577,2010,1725,30099,1436700
94585,2010,288,3150,119709
94587,2010,1091,18576,864715
94588,2010,1523,34431,2723332
94579,2010,190,2103,50927
94581,2010,18,0,3189
94595,2010,285,2987,113345
94566,2010,1315,14354,789305
94567,2010,23,147,5235
94574,2010,545,6936,363211
94586,2010,39,564,30964
94596,2010,2025,32216,2284965
94569,2010,8,37,871
94580,2010,238,2641,88057
94582,2010,273,1402,54335
94597,2010,435,7288,625174
94568,2010,1133,15791,971980
94578,2010,556,9197,389130
94598,2010,889,16694,1149371
94590,2010,724,9810,423948
94571,2010,149,1291,55337
94575,2010,3,0,0
94599,2010,108,3299,113568
94591,2010,484,5178,126188
94592,2010,55,1087,65866
94573,2010,44,1207,72091
94553,2010,982,14548,747674
94543,2010,7,0,0
94549,2010,1002,8023,393724
94542,2010,89,1023,26655
94557,2010,6,149,10080
94559,2010,994,9969,371276
94544,2010,1022,17570,708193
94551,2010,750,13843,793391
94545,2010,1570,32822,1799339
94558,2010,1634,24373,1136806
94552,2010,161,840,28692
94555,2010,347,6191,520534
94550,2010,1323,25327,1564313
94556,2010,288,3199,116342
94561,2010,312,2346,62326
94562,2010,27,676,39927
94547,2010,173,3771,255866
94563,2010,512,2779,217523
94540,2010,13,124,4265
94546,2010,795,6876,287533
94564,2010,431,4220,118218
94539,2010,1252,19030,1105431
94548,2010,10,49,745
94560,2010,972,18291,1013017
94541,2010,940,9620,287971
94565,2010,793,11227,450428
95070,2010,711,4194,167332
95053,2010,13,0,0
95117,2010,324,2730,120834
95063,2010,11,36,1656
95066,2010,490,6773,499639
95075,2010,13,0,1053
95077,2010,18,230,7107
95112,2010,2162,35677,1663827
95113,2010,917,17394,1103927
95054,2010,1707,54615,5955549
95119,2010,313,7927,579000
95061,2010,14,45,1507
95064,2010,6,58,1326
95076,2010,1380,16092,698923
95065,2010,276,3494,219106
95101,2010,8,0,0
95121,2010,358,2983,72273
95111,2010,528,4214,137553
95055,2010,3,0,151
95062,2010,943,8565,302575
95071,2010,7,0,703
95103,2010,2,0,0
95122,2010,743,8320,224395
95123,2010,969,10157,276739
95052,2010,31,7150,1148091
95056,2010,5,0,0
95106,2010,2,0,0
95108,2010,3,22,679
95073,2010,419,3084,97194
95118,2010,519,5556,158676
95060,2010,1470,16049,623842
95109,2010,4,38,928
95124,2010,926,9554,656717
95110,2010,933,20607,1634628
95120,2010,504,5654,391172
95067,2010,5,0,0
94945,2010,704,8022,495434
94948,2010,32,0,15211
94803,2010,297,2028,59207
94925,2010,476,6119,281333
94929,2010,13,0,2352
94941,2010,1069,7101,383167
94946,2010,36,321,23700
94949,2010,575,8591,530122
94808,2010,4,0,0
94903,2010,1098,15759,898658
94913,2010,6,0,1080
94930,2010,232,1212,34123
94938,2010,10,29,548
94950,2010,8,78,1156
94820,2010,3,17,230
94914,2010,7,11,593
94942,2010,18,87,5630
94951,2010,83,295,10112
94901,2010,1984,18862,883896
94926,2010,6,0,0
94931,2010,311,2656,98198
94939,2010,381,3284,239689
94915,2010,13,54,1470
95005,2010,109,544,14583
94964,2010,8,0,557
95008,2010,1935,21580,1062309
95017,2010,10,161,5608
94615,2010,1,0,0
94617,2010,7,55,3035
94145,2010,2,0,0
94153,2010,2,0,0
94125,2010,12,193,7284
94937,2010,38,129,4251
94953,2010,19,0,1782
94927,2010,15,55,1534
94805,2010,197,1338,40638
94947,2010,455,3633,157928
94954,2010,863,11626,605064
94920,2010,356,1971,91894
94922,2010,11,59,1334
94940,2010,15,251,9083
94955,2010,5,0,0
94957,2010,57,315,15828
94802,2010,17,0,0
94904,2010,460,4994,278822
94928,2010,777,9544,314473
94956,2010,100,585,20127
94912,2010,12,90,3266
94923,2010,48,533,13059
94960,2010,456,2948,101629
94952,2010,1194,11068,408800
94804,2010,614,11919,930983
94806,2010,676,10580,416347
94807,2010,7,31,1664
95011,2010,9,13,1142
95026,2010,1,0,0
95030,2010,685,5686,232336
95001,2010,14,38,1340
94963,2010,20,110,3117
95020,2010,1311,16028,529443
95031,2010,22,102,3520
95032,2010,921,9152,670731
95012,2010,144,1976,90022
95019,2010,127,951,29856
95021,2010,15,94,2710
94975,2010,8,148,5646
95002,2010,45,1920,243012
95006,2010,142,691,19718
95035,2010,1899,39324,2959839
95038,2010,9,79,3558
95039,2010,52,743,52585
95041,2010,9,0,0
95023,2010,781,9076,318883
95044,2010,3,8,317
94976,2010,5,22,554
95009,2010,5,35,613
95042,2010,2,0,0
95045,2010,80,918,33771
95046,2010,154,1111,40442
94971,2010,6,52,828
94977,2010,5,0,1572
95004,2010,53,374,29905
95007,2010,9,62,1222
95015,2010,9,15,348
95010,2010,570,5839,162261
95013,2010,5,0,0
95024,2010,18,69,2396
95033,2010,136,519,24440
94972,2010,8,55,1419
95050,2010,1516,35636,2823116
94965,2010,720,5673,303000
94978,2010,5,5,85
95014,2010,1574,29584,5468523
94979,2010,8,18,435
94966,2010,9,65,3049
94973,2010,34,134,4721
95003,2010,633,4673,140636
95037,2010,1113,14320,641580
95018,2010,157,814,25955
95051,2010,1080,17596,1302473
94998,2010,7,0,0
95036,2010,9,70,2960
95043,2010,17,0,0
94970,2010,36,233,10674
94613,2010,9,0,0
94618,2010,441,4646,208063
94621,2010,742,22292,1149567
94624,2010,3,0,0
94701,2010,10,114,4836
94602,2010,413,5012,265625
94649,2010,1,0,0
94660,2010,1,0,0
94614,2010,8,113,6241
94662,2010,11,115,6415
94607,2010,1328,20602,1247115
94623,2010,7,41,1488
94702,2010,372,3040,105259
94707,2010,374,2100,78089
94603,2010,239,3742,155890
94606,2010,545,5931,213542
94703,2010,258,1782,62778
94608,2010,1105,21720,1522407
94708,2010,150,657,29324
94604,2010,9,56,1820
94619,2010,278,2661,71908
94709,2010,304,2966,102738
94704,2010,867,8962,354234
94605,2010,318,2408,73692
94620,2010,10,35,1867
94710,2010,841,13306,794573
94609,2010,634,11399,699999
94611,2010,872,10645,704797
94612,2010,1700,33731,2407213
94720,2010,30,701,24646
94705,2010,544,7050,413615
94712,2010,7,0,996
94801,2010,344,5447,340031
94706,2010,431,3047,92286
94601,2010,680,8395,298149
94610,2010,637,4720,153795
94128,2010,159,8412,326870
94130,2010,36,909,23921
94204,2010,1,0,0
94305,2010,88,0,0
94121,2010,678,4405,137781
94146,2010,3,3,97
94205,2010,1,0,0
94208,2010,3,0,0
94306,2010,906,9026,540202
94142,2010,10,0,0
94147,2010,3,0,0
94211,2010,2,0,0
94158,2010,61,1277,84548
94159,2010,5,0,533
94230,2010,10,0,0
94302,2010,3,0,0
94304,2010,458,53446,5341055
94118,2010,1208,11640,494512
94137,2010,1,0,0
94303,2010,765,12439,946869
94309,2010,33,103,3370
94401,2010,1008,10393,474512
94188,2010,7,0,0
95319,2010,20,151,4442
95230,2010,13,103,2516
95346,2010,26,88,2087
95462,2010,27,163,4944
95472,2010,877,5836,216779
95459,2010,14,0,1551
94139,2010,3,0,412
94143,2010,12,0,0
94164,2010,8,47,827
94240,2010,3,0,0
94140,2010,3,19,327
94256,2010,1,0,0
